id,id_tiempo,id_territorio,id_tipo_delito,coneguts,resolts,detencions
73394,147,36,48,3,3,0
73395,147,36,49,0,1,0
73396,147,36,21,13,1,6
73397,147,36,22,13,2,0
73398,147,36,23,10,1,1
73399,147,36,24,3,3,0
73400,147,36,6,6,6,3
73401,147,36,93,2,2,0
73402,147,36,26,5,4,4
73403,147,36,27,1,1,0
73404,147,36,10,10,10,0
73405,147,36,44,3,2,0
73406,147,36,12,1,0,0
73407,147,36,30,13,11,0
73408,147,36,31,11,11,0
73409,147,36,33,2,2,0
73410,147,36,14,3,2,11
73411,147,36,45,1,0,0
73412,147,36,70,1,1,0
73413,147,37,1,2,0,0
73414,147,37,2,3,1,2
73415,147,37,17,20,19,9
73416,147,37,18,1,1,0
73417,147,37,19,6,3,0
73418,147,37,3,49,7,0
73419,147,37,4,18,7,0
73420,147,37,20,128,39,3
73421,147,37,48,22,18,0
73422,147,37,21,18,10,4
73423,147,37,22,12,0,0
73424,147,37,23,8,5,4
73425,147,37,24,7,2,0
73426,147,37,43,1,0,0
73427,147,37,6,4,4,3
73428,147,37,26,2,2,2
73429,147,37,8,1,0,0
73430,147,37,27,1,1,0
73431,147,37,10,12,10,1
73432,147,37,44,3,3,0
73433,147,37,29,2,4,1
73434,147,37,39,2,1,1
73435,147,37,30,7,6,0
73436,147,37,31,8,6,0
73437,147,37,33,2,2,0
73438,147,37,14,4,3,2
73439,147,37,81,0,1,0
73440,147,38,41,1,1,0
73441,147,38,1,1,0,0
73442,147,38,2,5,5,0
73443,147,38,17,40,35,10
73444,147,38,18,2,3,0
73445,147,38,19,8,5,0
73446,147,38,3,61,10,0
73447,147,38,47,2,0,0
73448,147,38,4,31,6,3
73449,147,38,20,208,29,8
73450,147,38,48,8,10,0
73451,147,38,49,1,1,1
73452,147,38,21,37,10,9
73453,147,38,22,25,0,0
73454,147,38,23,33,7,4
73455,147,38,24,9,4,0
73456,147,38,6,7,7,4
73457,147,38,93,1,1,0
73458,147,38,26,7,7,6
73459,147,38,9,3,1,1
73460,147,38,10,10,12,1
73461,147,38,44,6,5,0
73462,147,38,29,7,10,1
73463,147,38,39,1,1,1
73464,147,38,30,4,3,0
73465,147,38,31,17,13,0
73466,147,38,14,6,6,6
73467,147,39,1,3,0,0
73468,147,39,2,1,1,0
73469,147,39,17,17,18,5
73470,147,39,19,1,0,0
73471,147,39,3,29,3,0
73472,147,39,4,26,1,0
73473,147,39,20,148,27,3
73474,147,39,48,5,5,0
73475,147,39,21,25,3,3
73476,147,39,22,15,2,0
73477,147,39,23,19,1,0
73478,147,39,24,2,2,0
73479,147,39,6,2,2,2
73480,147,39,26,3,3,2
73481,147,39,9,0,1,0
73482,147,39,27,1,0,0
73483,147,39,10,5,5,0
73484,147,39,44,5,5,0
73485,147,39,30,7,7,0
73486,147,39,31,8,6,0
73487,147,39,33,4,4,0
73488,147,39,14,4,4,3
73489,147,40,79,0,1,2
73490,147,40,41,0,1,0
73491,147,40,1,5,3,0
73492,147,40,2,6,5,1
73493,147,40,46,0,1,0
73494,147,40,17,42,38,12
73495,147,40,18,1,1,0
73496,147,40,19,3,4,0
73497,147,40,3,94,8,0
73498,147,40,47,1,1,0
73499,147,40,4,53,7,3
73500,147,40,60,1,0,0
73501,147,40,20,124,18,2
73502,147,40,48,22,22,0
73503,147,40,49,1,0,0
73504,147,40,21,69,15,12
73505,147,40,22,48,4,1
73506,147,40,23,17,10,7
73507,147,40,24,15,6,0
73508,147,40,5,1,0,0
73509,147,40,36,1,1,0
73510,147,40,6,5,7,5
73511,147,40,26,4,4,3
73512,147,40,38,1,0,0
73513,147,40,7,0,1,0
73514,147,40,9,1,1,2
73515,147,40,27,3,2,0
73516,147,40,10,24,22,6
73517,147,40,44,8,7,1
73518,147,40,28,1,1,1
73519,147,40,29,5,7,3
73520,147,40,12,1,1,0
73521,147,40,30,18,18,0
73522,147,40,31,21,21,0
73523,147,40,32,1,2,0
73524,147,40,33,1,0,0
73525,147,40,14,11,8,8
73526,147,40,45,1,1,1
73527,147,40,70,1,0,0
73528,147,41,1,1,0,0
73529,147,41,2,10,7,0
73530,147,41,46,1,1,0
73531,147,41,42,0,0,1
73532,147,41,17,45,46,5
73533,147,41,19,6,6,0
73534,147,41,3,114,10,0
73535,147,41,4,51,15,1
73536,147,41,20,276,23,2
73537,147,41,48,53,42,0
73538,147,41,49,5,4,1
73539,147,41,21,59,17,3
73540,147,41,22,81,7,3
73541,147,41,23,70,13,12
73542,147,41,24,17,6,0
73543,147,41,36,1,1,0
73544,147,41,6,7,6,3
73545,147,41,26,9,8,10
73546,147,41,8,1,1,0
73547,147,41,9,1,1,0
73548,147,41,27,2,1,0
73549,147,41,10,21,17,5
73550,147,41,44,7,4,0
73551,147,41,29,8,6,2
73552,147,41,96,1,1,0
73553,147,41,30,16,17,2
73554,147,41,31,18,19,0
73555,147,41,33,1,1,0
73556,147,41,66,1,1,0
73557,147,41,14,4,5,3
73558,147,41,45,1,1,1
73559,147,42,54,1,1,1
73560,147,42,2,2,0,0
73561,147,42,17,12,12,2
73562,147,42,18,1,1,1
73563,147,42,19,4,3,1
73564,147,42,3,81,8,0
73565,147,42,47,2,1,0
73566,147,42,4,22,5,2
73567,147,42,60,0,0,1
73568,147,42,20,92,13,2
73569,147,42,48,12,10,0
73570,147,42,21,69,12,9
73571,147,42,22,68,7,5
73572,147,42,23,13,7,6
73573,147,42,24,8,4,0
73574,147,42,6,2,2,1
73575,147,42,26,1,0,0
73576,147,42,8,1,0,0
73577,147,42,9,2,0,0
73578,147,42,27,4,3,0
73579,147,42,10,16,13,0
73580,147,42,44,4,3,0
73581,147,42,29,2,1,2
73582,147,42,11,1,0,0
73583,147,42,39,1,1,0
73584,147,42,30,7,8,0
73585,147,42,31,10,11,0
73586,147,42,32,2,2,0
73587,147,42,33,1,1,0
73588,147,42,14,1,1,2
73589,147,42,70,1,0,0
73590,147,43,41,1,0,0
73591,147,43,1,3,1,0
73592,147,43,2,11,8,1
73593,147,43,46,3,2,2
73594,147,43,42,0,1,0
73595,147,43,17,85,79,16
73596,147,43,18,7,7,2
73597,147,43,19,11,7,0
73598,147,43,3,149,12,0
73599,147,43,47,3,5,0
73600,147,43,4,161,13,5
73601,147,43,60,3,1,0
73602,147,43,20,337,56,8
73603,147,43,48,36,30,0
73604,147,43,75,1,0,0
73605,147,43,49,1,1,0
73606,147,43,21,140,18,8
73607,147,43,22,73,3,3
73608,147,43,23,36,12,6
73609,147,43,24,14,5,0
73610,147,43,43,1,1,0
73611,147,43,5,1,0,0
73612,147,43,87,1,1,0
73613,147,43,36,1,1,0
73614,147,43,6,6,6,3
73615,147,43,93,0,0,1
73616,147,43,26,17,16,17
73617,147,43,8,1,1,0
73618,147,43,9,2,1,0
73619,147,43,27,2,2,4
73620,147,43,10,37,31,2
73621,147,43,44,10,8,0
73622,147,43,28,1,1,0
73623,147,43,29,16,14,5
73624,147,43,11,1,0,0
73625,147,43,12,0,1,0
73626,147,43,96,2,1,0
73627,147,43,39,5,6,0
73628,147,43,30,40,38,0
73629,147,43,31,31,31,0
73630,147,43,32,2,1,0
73631,147,43,40,3,2,0
73632,147,43,33,2,3,0
73633,147,43,14,13,8,7
73634,147,43,53,1,0,0
73635,147,43,70,1,1,0
73636,147,44,46,0,1,0
73637,147,44,42,1,1,1
73638,147,44,17,22,22,4
73639,147,44,18,1,1,0
73640,147,44,19,3,2,0
73641,147,44,3,51,7,0
73642,147,44,47,1,1,0
73643,147,44,4,71,6,0
73644,147,44,20,124,24,0
73645,147,44,48,12,11,0
73646,147,44,49,0,1,1
73647,147,44,21,29,7,2
73648,147,44,22,18,3,1
73649,147,44,23,7,3,4
73650,147,44,24,5,3,0
73651,147,44,6,1,1,0
73652,147,44,26,5,5,4
73653,147,44,8,1,0,0
73654,147,44,9,1,0,0
73655,147,44,27,1,1,0
73656,147,44,10,13,14,1
73657,147,44,44,5,5,0
73658,147,44,28,1,0,0
73659,147,44,29,6,7,5
73660,147,44,39,1,2,0
73661,147,44,30,11,11,0
73662,147,44,31,13,13,0
73663,147,44,32,2,2,1
73664,147,44,40,1,0,0
73665,147,44,14,2,2,2
73666,147,45,54,3,3,2
73667,147,45,41,0,1,0
73668,147,45,2,6,5,1
73669,147,45,46,1,1,0
73670,147,45,42,1,1,0
73671,147,45,17,68,68,16
73672,147,45,18,7,8,1
73673,147,45,19,30,23,0
73674,147,45,69,1,0,0
73675,147,45,3,181,14,0
73676,147,45,47,2,2,0
73677,147,45,4,36,9,0
73678,147,45,20,490,66,14
73679,147,45,48,78,59,3
73680,147,45,65,2,2,0
73681,147,45,49,10,11,5
73682,147,45,21,127,32,39
73683,147,45,22,205,11,22
73684,147,45,23,154,28,29
73685,147,45,24,13,14,2
73686,147,45,5,2,2,0
73687,147,45,25,1,1,0
73688,147,45,6,16,14,14
73689,147,45,26,17,17,16
73690,147,45,57,1,3,1
73691,147,45,9,1,0,0
73692,147,45,27,2,2,1
73693,147,45,10,37,38,17
73694,147,45,44,1,2,0
73695,147,45,28,1,0,0
73696,147,45,29,12,11,5
73697,147,45,11,0,0,1
73698,147,45,39,1,1,1
73699,147,45,30,25,24,0
73700,147,45,31,20,20,0
73701,147,45,33,3,3,0
73702,147,45,14,8,7,11
73703,147,45,45,1,1,0
73704,147,46,1,2,2,0
73705,147,46,2,1,0,0
73706,147,46,46,1,0,0
73707,147,46,42,3,2,0
73708,147,46,17,41,39,13
73709,147,46,18,1,2,0
73710,147,46,19,10,6,0
73711,147,46,3,115,9,1
73712,147,46,47,1,1,0
73713,147,46,4,47,11,0
73714,147,46,20,208,37,3
73715,147,46,48,17,17,0
73716,147,46,21,51,11,10
73717,147,46,22,49,7,7
73718,147,46,23,32,8,4
73719,147,46,24,10,5,0
73720,147,46,36,1,1,0
73721,147,46,6,10,10,9
73722,147,46,26,9,9,7
73723,147,46,38,2,0,0
73724,147,46,57,1,0,0
73725,147,46,8,1,1,0
73726,147,46,10,18,21,6
73727,147,46,44,4,3,0
73728,147,46,29,5,3,3
73729,147,46,39,5,5,2
73730,147,46,30,21,21,0
73731,147,46,31,31,31,1
73732,147,46,33,3,3,1
73733,147,46,14,6,6,5
73734,147,47,1,7,1,0
73735,147,47,2,4,3,0
73736,147,47,46,0,1,1
73737,147,47,17,35,37,11
73738,147,47,18,4,5,2
73739,147,47,19,7,5,0
73740,147,47,3,91,11,0
73741,147,47,4,122,14,0
73742,147,47,60,1,1,0
73743,147,47,20,254,29,5
73744,147,47,48,29,31,0
73745,147,47,21,82,18,14
73746,147,47,22,62,1,1
73747,147,47,23,46,11,6
73748,147,47,24,14,4,0
73749,147,47,5,1,0,0
73750,147,47,6,8,8,7
73751,147,47,26,7,7,5
73752,147,47,9,3,3,1
73753,147,47,27,2,0,0
73754,147,47,10,21,20,5
73755,147,47,44,5,3,0
73756,147,47,29,6,18,1
73757,147,47,39,1,2,0
73758,147,47,30,17,15,1
73759,147,47,31,26,25,0
73760,147,47,40,1,0,0
73761,147,47,14,1,0,0
73762,147,48,54,1,0,0
73763,147,48,1,2,0,0
73764,147,48,2,15,8,3
73765,147,48,46,1,1,0
73766,147,48,42,1,0,0
73767,147,48,17,71,66,18
73768,147,48,18,4,3,0
73769,147,48,19,14,7,0
73770,147,48,3,166,11,0
73771,147,48,47,1,1,0
73772,147,48,4,105,20,1
73773,147,48,60,1,0,0
73774,147,48,20,390,41,1
73775,147,48,48,29,23,0
73776,147,48,49,3,2,1
73777,147,48,21,97,15,9
73778,147,48,22,123,3,1
73779,147,48,23,73,15,8
73780,147,48,24,15,10,0
73781,147,48,43,1,0,0
73782,147,48,6,16,15,9
73783,147,48,93,1,1,0
73784,147,48,26,10,10,11
73785,147,48,38,2,1,1
73786,147,48,8,1,1,0
73787,147,48,80,1,0,0
73788,147,48,9,4,1,0
73789,147,48,10,33,31,7
73790,147,48,44,6,6,0
73791,147,48,29,9,6,5
73792,147,48,11,1,0,0
73793,147,48,13,1,0,0
73794,147,48,39,3,2,0
73795,147,48,30,22,21,0
73796,147,48,31,40,38,0
73797,147,48,32,2,2,0
73798,147,48,40,0,1,0
73799,147,48,55,4,3,0
73800,147,48,33,4,4,0
73801,147,48,14,21,17,13
73802,147,48,45,1,0,0
73803,147,48,70,2,2,0
73804,147,49,54,2,2,3
73805,147,49,41,1,1,1
73806,147,49,1,2,0,0
73807,147,49,2,5,4,0
73808,147,49,46,1,1,0
73809,147,49,42,1,2,0
73810,147,49,17,51,51,10
73811,147,49,18,7,6,2
73812,147,49,19,7,5,0
73813,147,49,3,177,15,1
73814,147,49,47,1,2,0
73815,147,49,4,101,11,0
73816,147,49,20,308,36,8
73817,147,49,48,25,28,0
73818,147,49,49,2,1,0
73819,147,49,21,63,11,9
73820,147,49,22,122,13,6
73821,147,49,23,46,13,9
73822,147,49,24,13,8,1
73823,147,49,5,1,2,0
73824,147,49,36,1,1,0
73825,147,49,6,6,6,2
73826,147,49,26,8,8,9
73827,147,49,9,2,0,0
73828,147,49,27,5,5,2
73829,147,49,10,37,32,9
73830,147,49,44,10,6,0
73831,147,49,29,6,6,3
73832,147,49,12,0,1,0
73833,147,49,39,1,2,0
73834,147,49,30,21,21,0
73835,147,49,31,40,41,3
73836,147,49,40,1,1,1
73837,147,49,55,1,1,0
73838,147,49,33,2,2,0
73839,147,49,66,0,1,0
73840,147,49,14,12,8,13
73841,147,49,70,3,3,0
73842,147,50,79,1,0,0
73843,147,50,1,3,0,0
73844,147,50,2,4,2,1
73845,147,50,17,47,44,9
73846,147,50,18,1,0,0
73847,147,50,19,13,10,0
73848,147,50,3,57,7,0
73849,147,50,47,1,1,0
73850,147,50,4,47,10,0
73851,147,50,20,186,16,1
73852,147,50,48,15,12,1
73853,147,50,65,1,0,0
73854,147,50,49,2,1,0
73855,147,50,21,26,13,10
73856,147,50,22,22,3,4
73857,147,50,23,41,5,2
73858,147,50,24,6,2,0
73859,147,50,5,0,1,0
73860,147,50,6,6,6,5
73861,147,50,26,6,6,5
73862,147,50,9,1,0,0
73863,147,50,10,14,11,2
73864,147,50,44,5,4,0
73865,147,50,29,3,1,0
73866,147,50,12,1,0,0
73867,147,50,30,7,3,0
73868,147,50,31,7,7,0
73869,147,50,66,1,1,0
73870,147,50,14,2,3,2
73871,147,51,2,0,1,0
73872,147,51,17,5,6,1
73873,147,51,19,2,2,0
73874,147,51,3,6,2,0
73875,147,51,4,4,2,0
73876,147,51,20,11,3,0
73877,147,51,48,1,0,1
73878,147,51,21,3,1,1
73879,147,51,23,0,0,1
73880,147,51,10,5,5,1
73881,147,51,39,1,1,0
73882,147,51,30,1,2,0
73883,147,51,31,7,7,0
73884,147,51,32,1,0,0
73885,147,51,14,0,0,2
73886,147,52,17,6,6,2
73887,147,52,18,1,1,1
73888,147,52,3,7,1,0
73889,147,52,4,3,3,0
73890,147,52,20,15,4,2
73891,147,52,21,6,0,0
73892,147,52,22,1,0,0
73893,147,52,23,1,1,0
73894,147,52,6,1,1,0
73895,147,52,26,1,1,2
73896,147,52,9,1,0,0
73897,147,52,29,1,1,1
73898,147,52,30,2,2,0
73899,147,52,31,9,10,0
73900,147,52,32,1,1,0
73901,147,52,33,1,1,0
73902,147,52,14,1,1,1
73903,147,53,17,2,2,0
73904,147,53,19,2,0,0
73905,147,53,3,8,1,0
73906,147,53,4,6,1,0
73907,147,53,20,4,3,0
73908,147,53,21,0,0,1
73909,147,53,43,0,3,0
73910,147,53,6,2,1,0
73911,147,53,8,1,1,0
73912,147,53,10,2,2,0
73913,147,53,44,3,3,0
73914,147,53,29,2,0,0
73915,147,53,30,1,1,0
73916,147,53,31,2,2,0
73917,147,54,2,0,1,0
73918,147,54,17,5,6,1
73919,147,54,18,0,0,1
73920,147,54,3,8,1,0
73921,147,54,4,4,1,0
73922,147,54,20,11,3,0
73923,147,54,21,1,0,0
73924,147,54,26,1,1,1
73925,147,54,27,1,1,0
73926,147,54,10,1,1,0
73927,147,54,29,2,2,1
73928,147,54,31,8,7,0
73929,147,54,32,1,0,0
73930,147,54,14,1,1,1
73931,147,54,53,1,1,0
73932,147,55,54,1,0,1
73933,147,55,1,2,0,0
73934,147,55,2,9,7,0
73935,147,55,46,1,1,0
73936,147,55,42,1,1,0
73937,147,55,17,64,48,9
73938,147,55,18,3,3,3
73939,147,55,19,15,7,0
73940,147,55,3,145,8,0
73941,147,55,4,69,20,8
73942,147,55,20,394,118,15
73943,147,55,48,17,9,0
73944,147,55,49,5,4,2
73945,147,55,21,74,18,15
73946,147,55,22,133,4,7
73947,147,55,23,31,20,19
73948,147,55,24,11,1,0
73949,147,55,5,1,1,0
73950,147,55,6,12,12,12
73951,147,55,26,11,10,10
73952,147,55,9,2,3,0
73953,147,55,27,3,3,2
73954,147,55,10,53,49,6
73955,147,55,44,17,16,0
73956,147,55,28,0,0,2
73957,147,55,29,7,7,2
73958,147,55,39,4,3,1
73959,147,55,30,28,31,0
73960,147,55,31,46,45,0
73961,147,55,40,1,0,0
73962,147,55,55,2,1,0
73963,147,55,33,3,4,0
73964,147,55,14,13,13,9
73965,191,2,5,1,0,0
73966,147,55,81,0,1,0
73967,147,56,2,1,1,0
73968,147,56,17,13,12,0
73969,147,56,19,3,2,0
73970,147,56,3,19,2,0
73971,147,56,4,3,1,1
73972,147,56,20,46,12,0
73973,147,56,48,3,3,0
73974,147,56,21,17,2,2
73975,147,56,22,8,1,0
73976,147,56,23,4,2,2
73977,147,56,24,1,0,0
73978,147,56,36,1,1,0
73979,147,56,6,2,2,1
73980,147,56,26,6,5,5
73981,147,56,9,1,1,0
73982,147,56,10,18,16,2
73983,147,56,44,3,3,0
73984,147,56,29,2,2,2
73985,147,56,30,4,4,0
73986,147,56,31,7,7,0
73987,147,56,55,1,1,0
73988,147,56,33,2,2,0
73989,147,56,14,4,2,3
73990,147,57,79,1,1,2
73991,147,57,1,1,1,0
73992,147,57,17,7,8,1
73993,147,57,18,3,3,1
73994,147,57,19,2,1,0
73995,147,57,3,12,5,1
73996,147,57,4,5,0,0
73997,147,57,20,16,4,4
73998,147,57,48,1,0,0
73999,147,57,21,21,5,6
74000,147,57,22,2,0,0
74001,147,57,23,1,1,0
74002,147,57,24,3,1,0
74003,147,57,6,1,1,1
74004,147,57,27,1,0,0
74005,147,57,10,6,8,1
74006,147,57,44,1,1,0
74007,147,57,29,1,1,0
74008,147,57,30,3,3,0
74009,147,57,31,2,2,0
74010,147,57,33,1,1,0
74011,147,57,14,0,1,1
74012,147,58,1,1,0,0
74013,147,58,2,1,1,0
74014,147,58,17,19,21,7
74015,147,58,19,2,2,0
74016,147,58,3,32,6,0
74017,147,58,47,3,2,0
74018,147,58,4,4,1,0
74019,147,58,20,31,16,2
74020,147,58,48,6,4,0
74021,147,58,21,39,10,5
74022,147,58,22,5,0,0
74023,147,58,23,1,2,1
74024,147,58,6,4,4,2
74025,147,58,26,3,3,2
74026,147,58,80,1,1,0
74027,147,58,9,3,0,0
74028,147,58,10,20,19,5
74029,147,58,44,2,1,0
74030,147,58,29,1,1,0
74031,147,58,30,2,2,0
74032,147,58,31,4,4,0
74033,147,58,40,2,1,0
74034,147,58,14,2,2,2
74035,147,59,1,1,0,0
74036,147,59,17,18,18,4
74037,147,59,18,1,1,0
74038,147,59,19,1,0,0
74039,147,59,3,13,2,0
74040,147,59,4,16,5,0
74041,147,59,60,1,0,1
74042,147,59,20,51,9,0
74043,147,59,48,6,4,0
74044,147,59,49,0,0,1
74045,147,59,21,47,4,3
74046,147,59,22,15,2,4
74047,147,59,23,7,3,3
74048,147,59,24,9,7,4
74049,147,59,43,2,1,0
74050,147,59,5,0,1,0
74051,147,59,36,1,1,0
74052,147,59,6,1,1,0
74053,147,59,93,1,0,0
74054,147,59,26,3,2,1
74055,147,59,7,1,1,0
74056,147,59,8,1,1,0
74057,147,59,10,14,9,1
74058,147,59,44,2,2,1
74059,147,59,29,2,3,3
74060,147,59,39,0,1,0
74061,147,59,30,7,8,0
74062,147,59,31,6,4,0
74063,147,59,33,1,1,0
74064,147,59,14,4,2,1
74065,147,59,70,2,0,0
74066,147,60,54,3,3,2
74067,147,60,2,6,6,3
74068,147,60,46,3,3,2
74069,147,60,17,61,60,22
74070,147,60,97,1,1,1
74071,147,60,18,3,3,2
74072,147,60,19,10,8,0
74073,147,60,3,142,9,2
74074,147,60,47,12,11,0
74075,147,60,4,25,8,0
74076,147,60,60,1,1,0
74077,147,60,20,192,37,2
74078,147,60,48,37,38,0
74079,147,60,49,1,1,0
74080,147,60,21,104,20,12
74081,147,60,22,69,5,5
74082,147,60,23,25,12,8
74083,147,60,24,11,7,1
74084,147,60,6,5,6,4
74085,147,60,52,0,1,0
74086,147,60,26,17,15,18
74087,147,60,8,2,1,0
74088,147,60,27,6,4,2
74089,147,60,10,29,29,8
74090,147,60,44,6,3,0
74091,147,60,28,0,0,1
74092,147,60,29,6,5,2
74093,147,60,11,1,0,0
74094,147,60,39,4,4,2
74095,147,60,30,35,34,1
74096,147,60,31,43,42,2
74097,147,60,32,1,1,0
74098,147,60,33,3,4,0
74099,147,60,14,8,7,19
74100,147,60,70,1,1,0
74101,147,61,62,1,1,1
74102,147,61,54,1,1,2
74103,147,61,2,3,3,4
74104,147,61,42,1,0,0
74105,147,61,17,51,53,18
74106,147,61,18,2,3,0
74107,147,61,19,1,2,0
74108,147,61,3,97,9,1
74109,147,61,47,3,3,0
74110,147,61,4,26,1,1
74111,147,61,60,1,1,0
74112,147,61,20,147,13,0
74113,147,61,48,27,23,0
74114,147,61,65,1,1,0
74115,147,61,49,0,1,0
74116,147,61,21,85,15,13
74117,147,61,22,35,2,4
74118,147,61,23,16,5,5
74119,147,61,24,6,1,0
74120,147,61,5,1,1,0
74121,147,61,91,0,0,1
74122,147,61,6,4,4,1
74123,147,61,26,7,7,5
74124,147,61,9,2,0,0
74125,147,61,27,2,2,2
74126,147,61,10,23,23,5
74127,147,61,44,3,3,0
74128,147,61,29,4,4,6
74129,147,61,12,1,1,1
74130,147,61,13,0,1,2
74131,147,61,39,2,1,1
74132,147,61,30,11,11,0
74133,147,61,31,20,20,0
74134,147,61,32,1,1,0
74135,147,61,33,3,3,0
74136,147,61,14,4,3,4
74137,147,61,45,1,0,1
74138,147,61,70,1,2,0
74139,147,62,54,1,1,1
74140,147,62,1,9,2,1
74141,147,62,2,11,9,0
74142,147,62,46,5,4,2
74143,147,62,42,1,0,0
74144,147,62,17,63,62,30
74145,147,62,18,7,7,5
74146,147,62,19,10,10,0
74147,147,62,3,180,22,3
74148,147,62,47,2,0,0
74149,147,62,4,115,32,10
74150,147,62,20,329,63,4
74151,147,62,85,0,1,1
74152,147,62,48,29,22,1
74153,147,62,49,2,5,0
74154,147,62,21,124,10,8
74155,147,62,22,107,7,7
74156,147,62,23,28,12,15
74157,147,62,24,12,7,0
74158,147,62,43,1,1,0
74159,147,62,6,17,15,3
74160,147,62,26,17,16,17
74161,147,62,38,0,1,0
74162,147,62,8,1,1,0
74163,147,62,80,1,1,0
74164,147,62,9,6,0,0
74165,147,62,27,3,5,0
74166,147,62,10,43,40,6
74167,147,62,44,11,8,0
74168,147,62,28,1,1,0
74169,147,62,29,14,11,8
74170,147,62,12,1,0,0
74171,147,62,39,6,6,3
74172,147,62,30,44,42,1
74173,147,62,31,54,50,0
74174,147,62,40,1,1,0
74175,147,62,33,3,3,0
74176,147,62,14,13,12,19
74177,147,62,45,1,0,0
74178,147,62,70,0,1,0
74179,159,1,1,39,5,0
74180,159,1,2,19,9,0
74181,159,1,42,3,0,0
74182,159,1,18,7,7,0
74183,159,1,69,1,0,0
74184,159,1,3,8,0,0
74185,159,1,4,6844,632,0
74186,159,1,60,18,3,0
74187,159,1,51,1,1,0
74188,159,1,5,1,0,0
74189,159,1,57,0,1,0
74190,159,1,7,1,1,0
74191,159,1,8,1,1,0
74192,159,1,9,93,16,0
74193,159,1,10,81,20,0
74194,159,1,44,20,9,0
74195,159,1,29,7,4,0
74196,159,1,11,1,1,0
74197,159,1,13,5,2,0
74198,159,1,102,25,2,0
74199,159,1,14,1,0,0
74200,159,1,115,1,1,0
74201,159,2,1,2,1,1
74202,159,2,2,1,1,0
74203,159,2,17,26,23,3
74204,159,2,18,8,8,6
74205,159,2,19,3,0,0
74206,159,2,3,69,6,1
74207,159,2,47,3,2,0
74208,159,2,4,18,5,1
74209,159,2,20,185,39,13
74210,159,2,48,18,14,0
74211,159,2,49,1,1,0
74212,159,2,21,74,15,14
74213,159,2,22,29,3,1
74214,159,2,23,10,0,0
74215,159,2,24,3,1,1
74216,159,2,6,2,2,2
74217,159,2,26,7,6,7
74218,159,2,27,0,1,1
74219,159,2,10,24,21,3
74220,159,2,44,3,2,0
74221,159,2,29,4,5,1
74222,159,2,11,1,1,0
74223,159,2,96,2,1,0
74224,159,2,39,2,1,0
74225,159,2,30,18,18,0
74226,159,2,31,26,26,0
74227,159,2,32,5,5,0
74228,159,2,33,3,3,1
74229,159,2,14,7,7,7
74230,159,2,81,1,1,0
74231,159,3,54,1,1,1
74232,159,3,1,1,1,1
74233,159,3,2,5,4,0
74234,159,3,17,17,17,1
74235,159,3,18,18,16,10
74236,159,3,94,1,1,0
74237,159,3,19,5,3,0
74238,159,3,3,40,6,0
74239,159,3,4,22,11,0
74240,159,3,20,95,10,1
74241,159,3,48,13,10,0
74242,159,3,21,42,21,12
74243,159,3,22,13,1,4
74244,159,3,23,6,6,5
74245,159,3,24,6,4,1
74246,159,3,6,4,4,2
74247,159,3,26,9,9,12
74248,159,3,38,2,2,3
74249,159,3,57,0,1,0
74250,159,3,10,15,14,2
74251,159,3,44,10,7,0
74252,159,3,29,4,4,3
74253,159,3,11,1,0,0
74254,159,3,39,2,2,0
74255,159,3,30,29,30,0
74256,159,3,31,20,19,0
74257,159,3,33,3,3,0
74258,159,3,14,7,6,6
74259,159,4,1,1,1,0
74260,159,4,2,5,1,0
74261,159,4,46,1,0,0
74262,159,4,17,26,25,2
74263,159,4,18,19,17,11
74264,159,4,19,11,4,0
74265,159,4,3,88,15,1
74266,159,4,47,1,0,0
74267,159,4,4,20,10,4
74268,159,4,20,143,32,1
74269,159,4,48,11,12,0
74270,159,4,49,1,1,0
74271,159,4,21,79,11,19
74272,159,4,22,16,2,5
74273,159,4,23,12,4,8
74274,159,4,24,8,3,2
74275,159,4,5,1,0,0
74276,159,4,6,9,9,4
74277,159,4,26,5,5,5
74278,159,4,103,1,0,0
74279,159,4,10,27,26,5
74280,159,4,44,6,5,1
74281,159,4,29,8,7,5
74282,159,4,102,1,1,0
74283,159,4,39,2,1,0
74284,159,4,30,15,14,1
74285,159,4,31,23,23,0
74286,159,4,32,1,1,0
74287,159,4,33,0,1,0
74288,159,4,14,4,4,7
74289,159,4,70,1,0,0
74290,159,5,17,6,6,1
74291,159,5,18,1,2,0
74292,159,5,19,2,0,0
74293,159,5,3,1,0,0
74294,159,5,4,1,0,0
74295,159,5,20,4,0,1
74296,159,5,21,5,1,0
74297,159,5,6,1,0,0
74298,159,5,26,1,1,0
74299,159,5,44,2,1,0
74300,159,5,29,1,1,0
74301,159,5,39,1,1,1
74302,159,5,30,3,3,0
74303,159,5,31,3,3,0
74304,159,5,33,1,2,0
74305,159,6,2,1,0,0
74306,159,6,46,1,1,0
74307,159,6,42,1,1,0
74308,159,6,17,5,6,1
74309,159,6,18,2,2,0
74310,159,6,3,16,1,0
74311,159,6,4,2,5,0
74312,159,6,20,10,7,1
74313,159,6,48,8,8,0
74314,159,6,21,14,3,0
74315,159,6,22,4,13,0
74316,159,6,23,1,1,0
74317,159,6,24,1,2,0
74318,159,6,6,1,1,1
74319,159,6,26,3,3,3
74320,159,6,57,1,1,0
74321,159,6,10,3,3,0
74322,159,6,44,2,2,0
74323,159,6,29,1,1,1
